source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
parisstaronline.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
newsandsentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
parkrapidsenterprise.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
peacecountrysun.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
prrecordgazette.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
shelbycountyreporter.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
pembrokeobserver.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
perutribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
pinchercreekecho.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
post-gazette.com,usa,right-center,high,,newspaper,high traffic,high credibility
triblive.com,usa,right-center,high,,newspaper,high traffic,high credibility
mydailyregister.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
policyed.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
mydailysentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
portsmouth-dailytimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
postbulletin.com,usa,right-center,high,,newspaper,medium traffic,high credibility
prime9ja.com.ng,nigeria,least biased,mixed,,website,minimal traffic,medium credibility
princegeorgepost.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
pdclarion.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
the-messenger.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
ppic.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
publicsquaremag.org,usa,right-center,mixed,,magazine,minimal traffic,medium credibility
punjabitribuneonline.com,india,right-center,mixed,,website,medium traffic,medium credibility
rstreet.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
rasmussenreports.com,usa,right-center,mixed,,organization/foundation,medium traffic,high credibility
react19.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
realcleardefense.com,usa,right-center,mixed,,website,medium traffic,medium credibility
realclearinvestigations.com,usa,right-center,mixed,,website,medium traffic,medium credibility
realclearmarkets.com,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
realclearpolicy.com,usa,right-center,mixed,,website,medium traffic,medium credibility
realclearpolitics.com,usa,right-center,mixed,,website,high traffic,high credibility
realclearreligion.org,usa,right-center,mixed,,website,medium traffic,medium credibility
reason.com,usa,right-center,high,,magazine,medium traffic,high credibility
valleynewslive.com,usa,least biased,high,,tv station,medium traffic,high credibility
leaderpost.com,canada,right-center,high,,newspaper,medium traffic,high credibility
cato.org,usa,,high,usa 45/180,,,
rvat.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
republicworld.com,india,right-center,mixed,,tv station,high traffic,low credibility
richmond.com,usa,right-center,high,,newspaper,medium traffic,high credibility
rrdailyherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
rochsent.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
rtlnieuws.nl,netherlands,right-center,high,excellent,tv station,high traffic,high credibility
rbth.com,russia,right-center,mixed,,website,medium traffic,medium credibility
couriernews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
franklinfavorite.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
srnnews.com,usa,right-center,mixed,,website,minimal traffic,high credibility
sbsun.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
sanfordherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
theobserver.ca,canada,right-center,high,,newspaper,medium traffic,high credibility
sarniathisweek.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
thestarphoenix.com,canada,right-center,high,,newspaper,medium traffic,high credibility
saultstar.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
saultthisweek.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
savannahnow.com,usa,right-center,high,,newspaper,medium traffic,high credibility
scoperatings.com,germany,right-center,mixed,mostly free,organization/foundation,minimal traffic,high credibility
seaforthhuronexpositor.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
thedailycitizen.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
seekingalpha.com,israel,right-center,high,,website,high traffic,high credibility
selmatimesjournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
themountainpress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
shelbynews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
sherwoodparknews.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
shorelinebeacon.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
simcoereformer.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
sofrep.com,usa (45/180 press freedom),right-center,mixed,,website,medium traffic,high credibility
sapo.pt,portugal,right-center,high,excellent,newspaper,medium traffic,high credibility
southwestdailynews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
sprucegroveexaminer.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
twincities.com,usa,right-center,high,,newspaper,medium traffic,high credibility
stthomastimesjournal.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
theinteriorjournal.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
stonyplainreporter.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
standtogether.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
stratfordbeaconherald.com,canada,right-center,high,,newspaper,medium traffic,high credibility
strathroyagedispatch.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
studentsforliberty.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
thesudburystar.com,canada,right-center,high,,newspaper,medium traffic,high credibility
tabletmag.com,usa,right-center,mixed,,magazine,medium traffic,high credibility
tallasseetribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
taxfoundation.org,usa,right-center,high,,organization/foundation,medium traffic,high credibility
tharawat-magazine.com,united arab emirates,right-center,high,,magazine,minimal traffic,medium credibility
algemeiner.com,usa,right-center,high,,website,medium traffic,high credibility
theamericanconservative.com,usa,right-center,mixed,mostly free,magazine,medium traffic,high credibility
theaustralian.com.au,australia,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
al.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
thebrunswicknews.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
thebulwark.com,usa,right-center,high,,website,medium traffic,high credibility
chattanoogan.com,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
chosun.com,south korea,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
citizen.co.za,south africa,right-center,high,,newspaper,medium traffic,high credibility
couriermail.com.au,australia,right-center,high,mostly free,newspaper,medium traffic,high credibility
thedickinsonpress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thedispatch.com,usa,right-center,high,,website,medium traffic,high credibility
durangoherald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
elkharttruth.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thefiscaltimes.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
thefp.com,usa,right-center,high,,website,high traffic,high credibility
thegazette.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
theglobeandmail.com,canada,right-center,high,,newspaper,high traffic,high credibility
thegraphicleader.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
greattask.com,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
thehub.ca,canada,right-center,high,,organization/foundation,medium traffic,high credibility
independent.org,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
yomiuri.co.jp,japan,right-center,high,,newspaper,medium traffic,high credibility
jpost.com,israel,right-center,high,,magazine,high traffic,high credibility
jewishpress.com,usa,right-center,high,,newspaper,medium traffic,high credibility
journal-news.net,usa,,high,usa 45/180,,,
thelibertarianrepublic.com,usa,right-center,mixed,mostly free,website,minimal traffic,high credibility
thelondoner.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
nation.com.pk,pakistan,right-center,mixed,limited freedom,newspaper,medium traffic,medium credibility
thenewatlantis.com,usa,right-center,high,mostly free,journal,minimal traffic,high credibility
newcriterion.com,usa,right-center,mixed,,magazine,medium traffic,high credibility
thenews.com.pk,pakistan,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
theobjectivestandard.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
oklahoman.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
pantagraph.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
post-journal.com,usa,right-center,high,,newspaper,medium traffic,high credibility
pe.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
theprint.in,india,right-center,mixed,,website,medium traffic,medium credibility
theprovince.com,canada,right-center,high,,newspaper,medium traffic,high credibility
tribtown.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
spectator.co.uk,united kingdom,right-center,mixed,mostly free,magazine,medium traffic,high credibility
